Ref_Date,GEO,CLS,CAPACITY,Vector,Coordinate,Value
2013,Manitoba,"Electricity producer, private electric utilities",Total installed capacity,v53518142,8.3.1,241950.0
2014,Manitoba,"Electricity producer, private electric utilities",Total installed capacity,v53518142,8.3.1,241950.0
2015,Manitoba,"Electricity producer, private electric utilities",Total installed capacity,v53518142,8.3.1,241950.0
2006,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2007,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2008,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2009,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2010,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2011,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,103950.0
2012,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,..
2013,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,241950.0
2014,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,241950.0
2015,Manitoba,"Electricity producer, private electric utilities",Wind power turbine,v53518143,8.3.3,241950.0
2006,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,22000.0
2007,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,22000.0
2008,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,22000.0
2009,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,22000.0
2010,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,22000.0
2011,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,55750.0
2012,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,..
2013,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,42000.0
2014,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,44000.0
2015,Manitoba,"Electricity producer, industries",Total installed capacity,v53518144,8.4.1,42400.0
2006,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,22000.0
2007,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,22000.0
2008,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,22000.0
2009,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,22000.0
2010,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,22000.0
2011,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,55750.0
2012,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,..
2013,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,42000.0
2014,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,44000.0
2015,Manitoba,"Electricity producer, industries",Total thermal,v53518145,8.4.6,42400.0
2006,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,22000.0
2007,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,22000.0
2008,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,22000.0
2009,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,22000.0
2010,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,22000.0
2011,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,55750.0
2012,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,..
2013,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,42000.0
2014,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,44000.0
2015,Manitoba,"Electricity producer, industries",Conventional steam turbine,v53518146,8.4.7,42400.0
2006,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,3878790.0
2007,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,3878790.0
2008,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,3839775.0
2009,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4042075.0
2010,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4185977.0
2011,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4193357.0
2012,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,..
2013,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4125977.0
2014,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4106775.0
2015,Saskatchewan,Total all classes of electricity producer,Total installed capacity,v53518147,9.1.1,4251577.0
2006,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,854660.0
2007,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,854660.0
2008,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,854660.0
2009,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,855960.0
2010,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,855960.0
2011,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,855960.0
2012,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,..
2013,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,865960.0
2014,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,868360.0
2015,Saskatchewan,Total all classes of electricity producer,Hydraulic turbine,v53518149,9.1.2,867460.0
2006,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2007,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2008,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2009,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2010,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2011,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,159960.0
2012,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,..
2013,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2014,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2015,Saskatchewan,Total all classes of electricity producer,Wind power turbine,v53518150,9.1.3,171180.0
2006,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,2852950.0
2007,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,2852950.0
2008,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,2813935.0
2009,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3014935.0
2010,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3158837.0
2011,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3177437.0
2012,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,..
2013,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3088837.0
2014,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3067235.0
2015,Saskatchewan,Total all classes of electricity producer,Total thermal,v53518151,9.1.6,3212937.0
2006,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2212950.0
2007,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2212950.0
2008,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2169450.0
2009,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2169450.0
2010,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2173450.0
2011,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2173450.0
2012,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,..
2013,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2103450.0
2014,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2100950.0
2015,Saskatchewan,Total all classes of electricity producer,Conventional steam turbine,v53518152,9.1.7,2135950.0
2006,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,640000.0
2007,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,640000.0
2008,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,640000.0
2009,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,841000.0
2010,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,980500.0
2011,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,999100.0
2012,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,..
2013,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,980500.0
2014,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,950500.0
2015,Saskatchewan,Total all classes of electricity producer,Combustion turbine,v53518153,9.1.9,1058500.0
2007,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,0.0
2008,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,4485.0
2009,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,4485.0
2010,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,4887.0
2011,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,4887.0
2012,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,..
2013,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,4887.0
2014,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,15785.0
2015,Saskatchewan,Total all classes of electricity producer,Internal combustion turbine,v53518148,9.1.10,18487.0
2006,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3344120.0
2007,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3344120.0
2008,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3300620.0
2009,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3502920.0
2010,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3646420.0
2011,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3665020.0
2012,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,..
2013,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3586420.0
2014,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3556320.0
2015,Saskatchewan,"Electricity producer, public electric utilities",Total installed capacity,v53518154,9.2.1,3698420.0
2006,Saskatchewan,"Electricity producer, public electric utilities",Hydraulic turbine,v53518155,9.2.2,854660.0
2007,Saskatchewan,"Electricity producer, public electric utilities",Hydraulic turbine,v53518155,9.2.2,854660.0
2008,Saskatchewan,"Electricity producer, public electric utilities",Hydraulic turbine,v53518155,9.2.2,854660.0
2009,Saskatchewan,"Electricity producer, public electric utilities",Hydraulic turbine,v53518155,9.2.2,855960.0
